name,description,character,raw_html,role,count
Hex: The Third Seal,"A Hex that hinders one's Aura-reading ability.
Hitting a Survivor while the Hex Totem is active applies the Blindness  Status Effect.
This effect applies to the last 2/3/4 Survivors hit.
The Hex effects persist as long as the related Hex Totem  is standing.
""She touched your skin, you bear the witch's mark!""",Hag,"<p>A Hex that hinders one's Aura-reading ability.
</p><p>Hitting a Survivor while the Hex Totem is active applies the <i><b><a href=""/Blindness"" class=""mw-redirect"" title=""Blindness"">Blindness</a> <a href=""/Blindness"" title=""Blindness""><img alt=""IconStatusEffects vision.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconStatusEffects_vision.png/32px-IconStatusEffects_vision.png?version=cf9827d22f9b9fa072b7174976ac3fcd"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconStatusEffects_vision.png/48px-IconStatusEffects_vision.png?version=cf9827d22f9b9fa072b7174976ac3fcd 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconStatusEffects_vision.png/64px-IconStatusEffects_vision.png?version=cf9827d22f9b9fa072b7174976ac3fcd 2x""></a></b></i> <b>Status Effect</b>.
</p><p>This effect applies to the last <span style=""color: #e8c252;""><b>2</b></span>/<span style=""color: #199b1e;""><b>3</b></span>/<span style=""color: #ac3ee3;""><b>4</b></span>&nbsp;Survivors hit.
</p><p><i>The Hex effects persist as long as the related <a href=""/Hex_Totem"" class=""mw-redirect"" title=""Hex Totem"">Hex Totem</a> <a href=""/Hex_Totem"" title=""Hex Totem""><img alt=""IconHelpLoading totem.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/32px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/48px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/64px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2 2x""></a> is standing.</i>
</p><p><i><span style=""color: #e3d1b6;"">""She touched your skin, you bear the witch's mark!""</span></i>
</p>",killer,103
Hex: Thrill of the Hunt,"A Hex rooting its power on hope. The false hope of Survivors  fills you with excitement and strengthens your totems.
For each Dull Totem and Hex Totem remaining on the Map gain a Token.

Gain 10 % more Bloodpoints  for actions in the Hunter Category for each Token.
Survivors' cleansing speed is reduced by 4/5/6 % for each Token.
Gain a notification when someone starts working on a Hex Totem.
The Hex effects persist as long as the related Hex Totem  is standing.",All,"<p>A Hex rooting its power on hope. The false hope of <a href=""/Survivors"" title=""Survivors"">Survivors</a> <a href=""/Survivors"" title=""Survivors""><img alt=""IconHelpLoading survivor.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/b/b3/IconHelpLoading_survivor.png/32px-IconHelpLoading_survivor.png?version=f1a1c295139abaf549fd3952018a380f"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/b/b3/IconHelpLoading_survivor.png/48px-IconHelpLoading_survivor.png?version=f1a1c295139abaf549fd3952018a380f 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/b/b3/IconHelpLoading_survivor.png/64px-IconHelpLoading_survivor.png?version=f1a1c295139abaf549fd3952018a380f 2x""></a> fills you with excitement and strengthens your totems.
</p><p>For each <a href=""/Dull_Totem"" class=""mw-redirect"" title=""Dull Totem"">Dull Totem</a> and Hex Totem remaining on the Map gain a Token.
</p>
<ul><li>Gain <b><span style=""color: #e8c252;"">10&nbsp;%</span></b> more <a href=""/Bloodpoints"" title=""Bloodpoints"">Bloodpoints</a> <a href=""/Bloodpoints"" title=""Bloodpoints""><img alt=""IconHelp bloodpoints.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f7/IconHelp_bloodpoints.png/32px-IconHelp_bloodpoints.png?version=5b5975cbad5a11fa80320c86bde34641"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f7/IconHelp_bloodpoints.png/48px-IconHelp_bloodpoints.png?version=5b5975cbad5a11fa80320c86bde34641 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f7/IconHelp_bloodpoints.png/64px-IconHelp_bloodpoints.png?version=5b5975cbad5a11fa80320c86bde34641 2x""></a> for actions in the <i><b><a href=""/Hunter"" class=""mw-redirect"" title=""Hunter"">Hunter</a></b></i> Category for each Token.</li>
<li>Survivors' cleansing speed is reduced by <span style=""color: #ab713c;""><b>4</b></span>/<span style=""color: #e8c252;""><b>5</b></span>/<span style=""color: #199b1e;""><b>6</b></span>&nbsp;% for each Token.</li>
<li>Gain a notification when someone starts working on a Hex Totem.</li></ul>
<p><i>The Hex effects persist as long as the related <a href=""/Hex_Totem"" class=""mw-redirect"" title=""Hex Totem"">Hex Totem</a> <a href=""/Hex_Totem"" title=""Hex Totem""><img alt=""IconHelpLoading totem.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/32px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/48px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e9/IconHelpLoading_totem.png/64px-IconHelpLoading_totem.png?version=8995ef0cef6bdeb6f63c9bef44c2d7c2 2x""></a> is standing.</i>
</p>",killer,104
I'm All Ears,"Your keen senses are sharpened in the dark Realm of The Entity .
Unlocks potential in one's Aura-reading ability.
Any Survivor performing a rushed action within 48 metres from your location will have their Aura  revealed to you for 6 seconds.
I'm All Ears can only be triggered once every 60/50/40 seconds.
""There is no need to worry. I've been preparing my whole life for this. — The Ghost Face""",Ghost Face,"<p>Your keen senses are sharpened in the dark Realm of The <a href=""/Entity"" class=""mw-redirect"" title=""Entity"">Entity</a> <a href=""/Entity"" title=""Entity""><img alt=""IconHelp entity.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/32px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/48px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/64px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 2x""></a>.
</p><p>Unlocks potential in one's Aura-reading ability.
</p><p>Any Survivor performing a rushed action within <b><span style=""color: #e8c252;"">48 metres</span></b> from your location will have their <a href=""/Aura"" class=""mw-redirect"" title=""Aura"">Aura</a> <a href=""/Aura"" title=""Aura""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> revealed to you for <b><span style=""color: #ff8800;"">6 seconds</span></b>.
</p><p><i>I'm All Ears</i> can only be triggered once every <span style=""color: #ab713c;""><b>60</b></span>/<span style=""color: #e8c252;""><b>50</b></span>/<span style=""color: #199b1e;""><b>40</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""There is no need to worry. I've been preparing my whole life for this. — The Ghost Face""</span></i>
</p>",killer,105
Infectious Fright,"The cries of the unfaithful make your heart leap.
Any Survivors that are within the Killer's Terror Radius while another Survivor is put into the Dying State  will yell and reveal their current location to the Killer for 4/5/6 seconds.
""Horror overcomes the heart of infidels who cry at the feet of the fallen."" (Hymn of Praise, 11.4)",Plague,"<p>The cries of the unfaithful make your heart leap.
</p><p>Any Survivors that are within the Killer's <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a> while another Survivor is put into the <a href=""/Dying_State"" class=""mw-redirect"" title=""Dying State"">Dying State</a> <a href=""/Dying_State"" title=""Dying State""><img alt=""IconHelp dying.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/32px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/48px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/64px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 2x""></a> will yell and reveal their current location to the Killer for <span style=""color: #e8c252;""><b>4</b></span>/<span style=""color: #199b1e;""><b>5</b></span>/<span style=""color: #ac3ee3;""><b>6</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Horror overcomes the heart of infidels who cry at the feet of the fallen."" (Hymn of Praise, 11.4)</span></i>
</p>",killer,106
Insidious,"Unlocks the stealth ability.
By standing still for 4/3/2 seconds, you reduce your Terror Radius to 0 metres and thus become stealthy until you move or act again.",All,"<p>Unlocks the stealth ability.
</p><p>By standing still for <span style=""color: #199b1e;""><b>4</b></span>/<span style=""color: #ac3ee3;""><b>3</b></span>/<span style=""color: #ff0955;""><b>2</b></span>&nbsp;seconds, you reduce your <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a> to <b><span style=""color: #ff8800;"">0 metres</span></b> and thus become stealthy until you move or act again.
</p>",killer,107
Iron Grasp,"Your powerful hold onto the Survivors causes escapes to be nearly impossible.
Effects of Survivor struggling are reduced by 75 %. 
Time to struggle out of your grasp is increased by 4/8/12 %.",All,"<p>Your powerful hold onto the Survivors causes escapes to be nearly impossible.
</p><p>Effects of Survivor struggling are reduced by <b><span style=""color: #e8c252;"">75&nbsp;%</span></b>. 
</p><p>Time to struggle out of your grasp is increased by <span style=""color: #ab713c;""><b>4</b></span>/<span style=""color: #e8c252;""><b>8</b></span>/<span style=""color: #199b1e;""><b>12</b></span>&nbsp;%.
</p>",killer,108
Iron Maiden,"You open Lockers  30/40/50 % faster.
Survivors who exit Lockers suffer from the Exposed  Status Effect for 15 seconds and their location is revealed for 4 seconds.
""This is no place for cowards."" — The Legion",Legion,"<p>You open <a href=""/Lockers"" title=""Lockers"">Lockers</a> <a href=""/Lockers"" title=""Lockers""><img alt=""IconHelp lockers.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/32px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/48px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/64px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642 2x""></a> <span style=""color: #199b1e;""><b>30</b></span>/<span style=""color: #ac3ee3;""><b>40</b></span>/<span style=""color: #ff0955;""><b>50</b></span>&nbsp;% faster.
</p><p>Survivors who exit Lockers suffer from the <i><b><a href=""/Exposed"" class=""mw-redirect"" title=""Exposed"">Exposed</a> <a href=""/Exposed"" title=""Exposed""><img alt=""IconStatusEffects exposed.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/32px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/48px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/64px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de 2x""></a></b></i> <b>Status Effect</b> for <b><span style=""color: #ff8800;"">15 seconds</span></b> and their location is revealed for <b><span style=""color: #d41c1c;"">4 seconds</span></b>.
</p><p><i><span style=""color: #e3d1b6;"">""This is no place for cowards."" — The Legion</span></i>
</p>",killer,109
Knock Out,"The trauma caused by your brutal attacks makes crying for help painfully difficult.
Dying Survivors' Auras  are not revealed to other Survivors when they are standing outside of a range of 32/24/16 metres.
""Oh, that gun's no good. The old way... with a sledge! You see, that way's better. They die better that way."" — Nubbins Sawyer",Cannibal,"<p>The trauma caused by your brutal attacks makes crying for help painfully difficult.
</p><p>Dying Survivors' <a href=""/Auras"" title=""Auras"">Auras</a> <a href=""/Auras"" title=""Auras""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> are not revealed to other Survivors when they are standing outside of a range of <span style=""color: #ab713c;""><b>32</b></span>/<span style=""color: #e8c252;""><b>24</b></span>/<span style=""color: #199b1e;""><b>16</b></span>&nbsp;metres.
</p><p><i><span style=""color: #e3d1b6;"">""Oh, that gun's no good. The old way... with a sledge! You see, that way's better. They die better that way."" — Nubbins Sawyer</span></i>
</p>",killer,110
Lightborn,"Unlike other beasts of The Fog, you have adapted to light.
Resistance to Blindness is increased by 60/70/80 %.
Recovery from Blindness is increased by 50 %.
""These monsters... they adapt! They emerge with strange new abilities."" — Vigo, Vigo's Journal",Hillbilly,"<p>Unlike other beasts of The Fog, you have adapted to light.
</p><p>Resistance to Blindness is increased by <span style=""color: #e8c252;""><b>60</b></span>/<span style=""color: #199b1e;""><b>70</b></span>/<span style=""color: #ac3ee3;""><b>80</b></span>&nbsp;%.
</p><p>Recovery from Blindness is increased by <b><span style=""color: #ff8800;"">50&nbsp;%</span></b>.
</p><p><i><span style=""color: #e3d1b6;"">""These monsters... they adapt! They emerge with strange new abilities."" — Vigo, Vigo's Journal</span></i>
</p>",killer,111
Mad Grit,"While carrying a Survivor, you suffer no cool-down on missed attacks and successfully hitting another Survivor will pause the carried Survivor's wiggle timer for 2/3/4 seconds. 
""There's no getting out of this now. We're too good at it."" — The Legion",Legion,"<p>While carrying a Survivor, you suffer no cool-down on missed attacks and successfully hitting another Survivor will pause the carried Survivor's wiggle timer for <span style=""color: #e8c252;""><b>2</b></span>/<span style=""color: #199b1e;""><b>3</b></span>/<span style=""color: #ac3ee3;""><b>4</b></span>&nbsp;seconds. 
</p><p><i><span style=""color: #e3d1b6;"">""There's no getting out of this now. We're too good at it."" — The Legion</span></i>
</p>",killer,112
Make Your Choice,"When a Survivor rescues another from a Hook  at least 32 metres away from you, Make Your Choice triggers and applies the Exposed  Status Effect on the rescuer for 40/50/60 seconds.
Make Your Choice has a cool-down of 40/50/60 seconds.
""You'd be surprised what tools can save a life."" — Amanda Young",Pig,"<p>When a Survivor rescues another from a <a href=""/Hook"" class=""mw-redirect"" title=""Hook"">Hook</a> <a href=""/Hook"" title=""Hook""><img alt=""IconHelpLoading hook.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/32px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/48px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/64px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 2x""></a> at least <b><span style=""color: #e8c252;"">32 metres</span></b> away from you, <i>Make Your Choice</i> triggers and applies the <i><b><a href=""/Exposed"" class=""mw-redirect"" title=""Exposed"">Exposed</a> <a href=""/Exposed"" title=""Exposed""><img alt=""IconStatusEffects exposed.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/32px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/48px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9e/IconStatusEffects_exposed.png/64px-IconStatusEffects_exposed.png?version=73da057f70ce6ad8024fcabd41c330de 2x""></a></b></i> <b>Status Effect</b> on the rescuer for <span style=""color: #199b1e;""><b>40</b></span>/<span style=""color: #ac3ee3;""><b>50</b></span>/<span style=""color: #ff0955;""><b>60</b></span>&nbsp;seconds.
</p><p><i>Make Your Choice</i> has a cool-down of <span style=""color: #199b1e;""><b>40</b></span>/<span style=""color: #ac3ee3;""><b>50</b></span>/<span style=""color: #ff0955;""><b>60</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""You'd be surprised what tools can save a life."" — Amanda Young</span></i>
</p>",killer,113
Mindbreaker,"Your distressing presence drains and weakens your prey.
While repairing Generators  with less than 50 % Repair progression, Survivors are afflicted by the Exhausted  Status Effect.
Any existing Exhaustion Status Effect timers are paused while the Survivor is repairing a Generator. After ending the Repair action, the Survivor is afflicted by the Exhausted Status Effect for 1/2/3 second(s).
""The specimen can evoke feelings of dread and fatigue in nearby individuals."" — Hawkins National Laboratory",Demogorgon,"<p>Your distressing presence drains and weakens your prey.
</p><p>While repairing <a href=""/Generators"" title=""Generators"">Generators</a> <a href=""/Generators"" title=""Generators""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a> with less than <b><span style=""color: #e8c252;"">50&nbsp;%</span></b> Repair progression, Survivors are afflicted by the <i><b><a href=""/Exhausted"" class=""mw-redirect"" title=""Exhausted"">Exhausted</a> <a href=""/Exhausted"" title=""Exhausted""><img alt=""IconStatusEffects exhausted.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/32px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/48px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/64px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 2x""></a></b></i> <b>Status Effect</b>.
</p><p>Any existing <i><b>Exhaustion</b></i> <b>Status Effect</b> timers are paused while the Survivor is repairing a Generator. After ending the Repair action, the Survivor is afflicted by the <i><b>Exhausted</b></i> <b>Status Effect</b> for <span style=""color: #199b1e;""><b>1</b></span>/<span style=""color: #ac3ee3;""><b>2</b></span>/<span style=""color: #ff0955;""><b>3</b></span>&nbsp;second(s).
</p><p><i><span style=""color: #e3d1b6;"">""The specimen can evoke feelings of dread and fatigue in nearby individuals."" — Hawkins National Laboratory</span></i>
</p>",killer,114
Monitor & Abuse,"Meticulous in your approach, terrifying in your application.
While in a Chase, your Terror Radius is increased by 8 metres.
Otherwise, your Terror Radius is decreased by 8 metres and your Field of View is increased by 3/5/10 °.
Field of View gains do not stack.
""It's time for your treatment!."" — Herman Carter, The Doctor",Doctor,"<p>Meticulous in your approach, terrifying in your application.
</p><p>While in a Chase, your <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a> is increased by <b><span style=""color: #e8c252;"">8 metres</span></b>.
</p><p>Otherwise, your Terror Radius is decreased by <b><span style=""color: #ff8800;"">8 metres</span></b> and your <i>Field of View</i> is increased by <span style=""color: #e8c252;""><b>3</b></span>/<span style=""color: #199b1e;""><b>5</b></span>/<span style=""color: #ac3ee3;""><b>10</b></span>&nbsp;°.
</p><p><i>Field of View gains do not stack.</i>
</p><p><i><span style=""color: #e3d1b6;"">""It's time for your treatment!."" — Herman Carter, The Doctor</span></i>
</p>",killer,115
Monstrous Shrine,"Your fervent care of the Hooks found in the Basement  has aroused The Entity 's interest.
The Basement Hooks are granted the following bonuses: 

3/6/9 % faster Entity progression.
5/10/15 % increased difficulty on escape attempts.
3/6/9 % increased penalty to escape fails.
""Then you will know that there is no escape. When hanging in the depths, you face the dark one.""",All,"<p>Your fervent care of the Hooks found in the <a href=""/Basement"" title=""Basement"">Basement</a> <a href=""/Basement"" title=""Basement""><img alt=""IconHelp basement.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_basement.png/32px-IconHelp_basement.png?version=48516546aabb470d36d932162bdc8066"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_basement.png/48px-IconHelp_basement.png?version=48516546aabb470d36d932162bdc8066 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_basement.png/64px-IconHelp_basement.png?version=48516546aabb470d36d932162bdc8066 2x""></a> has aroused The <a href=""/Entity"" class=""mw-redirect"" title=""Entity"">Entity</a> <a href=""/Entity"" title=""Entity""><img alt=""IconHelp entity.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/32px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/48px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/64px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 2x""></a>'s interest.
</p><p>The Basement Hooks are granted the following bonuses: 
</p>
<ul><li><span style=""color: #e8c252;""><b>3</b></span>/<span style=""color: #199b1e;""><b>6</b></span>/<span style=""color: #ac3ee3;""><b>9</b></span>&nbsp;% faster Entity progression.</li>
<li><span style=""color: #e8c252;""><b>5</b></span>/<span style=""color: #199b1e;""><b>10</b></span>/<span style=""color: #ac3ee3;""><b>15</b></span>&nbsp;% increased difficulty on escape attempts.</li>
<li><span style=""color: #e8c252;""><b>3</b></span>/<span style=""color: #199b1e;""><b>6</b></span>/<span style=""color: #ac3ee3;""><b>9</b></span>&nbsp;% increased penalty to escape fails.</li></ul>
<p><i><span style=""color: #e3d1b6;"">""Then you will know that there is no escape. When hanging in the depths, you face the dark one.""</span></i>
</p>",killer,116
